"Variable_Name","Name_Length","Code_Display","Code length","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Data_length","Dataset","Subset","Group","Sub-group","Set_group_order","Hash_calc","Version_or_questions","Display_Label","Code_synon","MinVal","MaxVal","DSSAT_var","ICASA_standard","AgMIP_data_entry","AgMIP-rating","DSSAT-rating","APSIM-rating","CropSyst","","","","","","","","","",""
"canopy_height_anthesis","22","CHTA","4","CHTA","","","Canopy height at anthesis","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Canopy height m",".","0","5","","1","-1","","","","","","","","","","","","","",""
"canopy_height_maturity","22","CHTM","","CHTM","","","Canopy height at physiological maturity","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Canopy height m",".","0","5","","","","","","","","","","","","","","","","",""
"canopy_height_harvest","21","CHTH","","CHTH","","","Canopy height at harvest","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Canopy height m",".","0","5","","","","","","","","","","","","","","","","",""
"canopy_height_max","17","CHTX","4","CHTX","","","Canopy height, max value","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Canopy ht max m",".","0","5","","1","-1","","","","","","","","","","","","","",""
"canopy_ht_max_stdev","19","CHTXS","4","CHTXS","","","Canopy height, std dev of max value","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","","","","","","0","-1","","","","","","","","","","","","","",""
"plant_height_anthesis","21","PHTA","","PHTA","","","Plant height (e.g., including spikes above canopy per se) at anthesis","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","","2016-09-09, jww","","","","","","","","","","","","","","","","","","","","",""
"plant_height_max","16","PHTX","","PHTX","","","Plant height (e.g., including spikes above canopy per se), maximum value in season","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","","2016-09-09, jww","","","","","","","","","","","","","","","","","","","","",""
"plant_height_maturity","21","PHTM","","PHTM","","","Plant height (e.g., including spikes above canopy per se) at maturity","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","","2016-09-09, jww","","","","","","","","","","","","","","","","","","","","",""
"ear_height_max","14","EHTX","4","EHTX","","","Ear height, max value","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","2014-03-17, chp","",".","0","5","","1","-1","","","","","","","","","","","","","",""
"ear_ht_max_stdev","16","EHTXS","4","EHTXS","","","Ear height, std dev of max value","m","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","2014-03-17, chp","","","","","","0","-1","","","","","","","","","","","","","",""
"grain_unit_dry_wt_matur","23","GWGM","4","GWGM","","","Grain unit dry wt at maturity","mg","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","GRAIN WT mg",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_fresh_wt_harvest","22","UYAFH","5","UYAFH","","","Tuber fresh weight at harvest","mg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Tuber Mg fm/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"eye_no_per_unit_maturity","24","E#UM","4","EnoUM","","","Eye number at maturity (per harvested unit, e.g. fruit)","number","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Number #/unit",".","","","","1","-1","","","","","","","","","","","","","",""
"harvest_no_per_grp_matur","24","H#GM","4","HnoGM","","","Harvest number per group at maturity","number","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Number #/m2",".","","","","1","-1","","","","","","","","","","","","","",""
"harv_no_per_unit","16","H#UM","4","HnoUM","","","Harvest number per unit at maturity (e.g., seed per spike or pod)","number","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Number #/unit",".","","","","1","-1","","","","","","","","","","","","","",""
"leaf_no_per_stem_matur","22","L#SM","4","LnoSM","","","Leaf number per stem, at harvest maturity","number","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Leaf number #",".","","","","1","-1","","","","","","","","","","","","","",""
"leaf_number_per_stem_max","24","L#SX","4","LnoSX","","","Leaf number per stem, maximum","number","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Leaf number #",".","","","","1","-1","","","","","","","","","","","","","",""
"eye_number_at_maturity","22","E#AM","4","EnoAM","","","Eye number at maturity","number/m2","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Number #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"harvest_no_at_maturity","22","H#AM","4","HnoAM","","","Harvest number per area at maturity (e.g., seed or tubers)","number/m2","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Number #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"pod_number_maturity","19","PD#AM","5","PDnoAM","","","Pod, ear, panicle number per area at maturity","number/m2","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"panicle_number_maturity","23","PN#AM","5","PNnoAM","","","Panicle number per area at maturity","number/m2","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","PANICLE #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"tiller_number_maturity","22","T#AM","4","TnoAM","","","Tiller number per area at maturity","number/m2","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Tiller no #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"fruit_fresh_wt_harvest","22","FFAH","4","FFAH","","","Fruit fresh weight at harvest","t/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Fresh wt. harv",".","0","","","1","-1","","","","","","","","","","","","","",""
"harvest_index_maturity","22","HIAM","4","HIAM","","","Harvest index at maturity","unitless","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Harvest index",".","0","0.8","","1","-1","","","","","","","","","","","","","",""
"pod_harv_index_maturity","23","HIPM","4","HIPM","","","Pod, panicle, head or ear harvest index at maturity","unitless","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Pod indx,mature",".","0","0.8","","1","-1","","","","","","","","","","","","","",""
"grain_moisture_maturity","23","GW%M","4","GWPCM","","","Grain moisture at maturity","%","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","GRAIN H20 %",".","0","50","","1","","","","","","","","","","","","","","",""
"grain_moisture_harvest","22","GW%H","4","GWPCH","","","Grain moisture at harvest","%","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","2020-11-19, chp","",".","0","50","","1","","","","","","","","","","","","","","",""
"harvest_moisture","16","HMAH","","HMAH","","","Moisture content of fresh yield (e.g., grain, fruit, leaves) at harvest","kg[water]/kg[harvest]","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","","","","","","1","","","","","","","","","","","","","","",""
"dry_matter_content","18","DM%H","","DM%H","","","Dry matter content of fresh yield at harvest","%","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","","","","","","1","","","","","","","","","","","","","","",""
"harvest_moisture_stdev","22","HMAHS","","HMAHS","","","Standard deviation of harvest moisture fraction","kg[water]/kg[harvest]","","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","","","","","","0","","","","","","","","","","","","","","",""
"harvest_moisture_maturity","25","HMAM","","HMAH","","","Moisture content of fresh yield (e.g., grain, fruit, leaves) at maturity","kg[water]/kg[harvest]","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","2018-12-13, CHP","","","","","","1","","","","","","","","","","","","","","",""
"harvest_moisture_maturity_stdev","31","HMAMS","","HMAHS","","","Standard deviation of harvest moisture fraction at maturity","kg[water]/kg[harvest]","","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","2018-12-13, CHP","","","","","","0","","","","","","","","","","","","","","",""
"byprod_removed_at_harv","22","BWAH","4","BWAH","","","By-product removed at harvest as dry wt","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Byproduct kg/ha",".","0","","","1","","","","","","","","","","","","","","",""
"harvest_yield_harvest_dw","24","HWAH","4","HWAH","","","Harvested yield at harvest (dry wt)","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Har yield kg/ha","HWAC","0","","","1","","","","","","","","","","","","","","",""
"harvest_yld_stdev","17","HWAHS","","HWAHS","","","Harvest yield at harvest, standard deviation","kg/ha","","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","","","","","","0","","","","","","","","","","","","","","",""
"harv_yield_harv_f_wt","20","HFAH","4","HFAH","","","Harvested yield at harvest (fresh wt)","Mg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","Field wt Mg/ha",".","0","","","1","","","","","","","","","","","","","","",""
"harv_yield_harv_f_wt_sd","23","HFAHS","","HFAHS","","","Standard deviation of harvested yield at harvest (fresh wt)","Mg/ha","","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH","2503","1","","","","","","","0","","","","","","","","","","","","","","",""
"OID","3","OID","","OID","0","1","","","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"planting_material_dry_wt","24","DWAP","4","DWAP","1","","Planting material dry weight","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Sowing wt kg/ha","PMWD","0","","","0","-1","","","","","","","","","","","","","",""
"tillage_operations_no","21","TL#C","4","TLnoC","2","","Tillage operations number","number","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","TILLAGE #",".","","","","0","-1","","","","","","","","","","","","","",""
"tops_N_at_anthesis","18","CNAA","4","CNAA","3","","Nitrogen in above ground plant parts at anthesis","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Tops N,anthesis",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_N_at_maturity","18","CNAM","4","CNAM","4","","Nitrogen in above ground plant parts at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Tops N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_N_at_maturity","19","GNAM","4","GNAM","5","","Grain N at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","grain N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_N_conc_maturity","21","GN%M","4","GNPCM","6","","Grain N concentration at maturity","%","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","grain N%,mature",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_N_at_harvest","17","RNAH","4","RNAH","7","","Root nitrogen amount at harvest","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_N_at_maturity","18","SNAM","4","SNAM","8","","Stem N at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Stem N,maturity",".","0","","","1","-1","","","","","","","","","","","","","",""
"veg_N_at_maturity","17","VNAM","4","VNAM","8","","Vegetative N at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","2019-09-12, chp","Veg N,maturity",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_C_at_maturity","18","CCAM","4","CCAM","4","","Carbon in above ground plant parts at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_C_at_maturity","19","GCAM","4","GCAM","5","","Grain C at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"veg_C_at_maturity","17","VCAM","4","VCAM","8","","Vegetative C at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"extractable_soil_wtr_mat","24","SWXM","4","SWXM","9","","Soil water, extractable at maturity","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Extr water mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_stem_leaf_N_harv","22","TNAH","4","TNAH","10","","Tuber+stem+leaf N at harvest","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Biomass N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"total_N_at_maturity","19","TNIM","4","TNIM","11","","Total N at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","TOTAL N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_N_at_harvest","18","UNAM","4","UNAM","12","","Tuber N at harvest","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Tuber N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_N_conc_harvest","20","UN%H","4","UNPCH","13","","Tuber N concentration at harvest","%","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Tuber N %","TN%H","0","","","1","-1","","","","","","","","","","","","","",""
"tops_P_at_anthesis","18","CPAA","4","CPAA","14","","Phosphorus in above ground plant parts at anthesis","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"tops_P_at_maturity","18","CPAM","4","CPAM","15","","Phosphorus in above ground plant parts at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"grain_P_at_maturity","19","GPAM","4","GPAM","16","","Grain phosphorus at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"grain_P_conc_maturity","21","GP%M","4","GPPCM","17","","Grain phosphorus concentration at maturity","%","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"root_P_at_harvest","17","RPAH","4","RPAH","18","","Phosphorus amount in roots at harvest","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"stem_P_at_maturity","18","SPAM","4","SPAM","19","","Phosphorus amount in stems at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"shoots_P_at_maturity","20","SHPAM","5","SHPAM","19","","Phosphorus amount in shoots (leaves and stem) at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","2019-06-19, chp","","","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_P_at_harvest","18","UPAM","4","UPAM","20","","Tuber phosphorus at harvest","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","Tuber N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_fixed_during_season","21","NFXM","4","NFXM","21","","N fixed during season","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P","2504","1","","N fixed kg/h",".","0","","","1","-1","","","","","","","","","","","","","",""
"rainfall_in_season","18","PRCM","4","PRCM","2","","Rainfall, season (may differ from planting to harvest)","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Precip mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"rainfall_plant_harvest","22","PRCP","4","PRCP","3","","Rainfall, planting to harvest","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Precip mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"evapotrans_cumul_matur","22","ETCM","4","ETCM","4","","Evapotranspiration, cumulative to end of season","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","ET totaL mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"evapotrans_cumul_pl_harv","24","ETCP","4","ETCP","5","","Evapotranspiration, cumulative from planting to harvest","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","ET totaL mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"transpirat_cumul_matur","22","EPCM","4","EPCM","6","","Transpiration, cumulative to end of season","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","EP totaL mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"transpirat_cumul_pl_harv","24","EPCP","4","EPCP","6","","Transpiration, cumulative from planting to harvest","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","EP totaL mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"transpiration_cumulative","24","EPAC","4","EPAC","7","","Transpiration, cumulative over season","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Transpir mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_evap_cumul_matur","21","ESCM","4","ESCM","8","","Evaporation,soil, cumulative to end of season","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Soil EVAP mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_evap_cumul_pl_matur","24","ESCP","4","ESCP","8","","Evaporation,soil, cumulative from planting to harvest","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Soil EVAP mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"potential_evapotrans_avg","24","EOAA","4","EOAA","9","","Evapotranspiration, potential, average over season","mm/d","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Pot ET mm/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"runoff_season","13","ROCM","4","ROCM","10","","Runoff, season total","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Runoff mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"drainage_over_season","20","DRCM","4","DRCM","11","","Drainage,season","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","","Drainage mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"tile_drain_over_season","22","TDFC","4","TDFC","11","","Water lost through tile drain, seasonal total","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"initial_profile_wtr_cont_sim","28","ICSWS","5","ICSWS","17","","Initial water content of entire profile","mm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE","2505","1","2013-04-18, CHP",".",".","0","","","0","-1","","","","","","","","","","","","","",""
"K_inorganic_at_maturity","23","KIAM","4","KIAM","","","K, inorganic, in soil at harvest maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS","2506","1","","Soil N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_inorganic_at_maturity","23","NIAM","4","NIAM","","","N, inorganic, in soil at harvest maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS","2506","1","","Soil N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_leached_during_season","23","NLCM","4","NLCM","","","N leached up to harvest maturity, from bottom of soil profile","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS","2506","1","","N Leached kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_uptake_during_season","22","NUCM","4","NUCM","","","N uptake during season","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS","2506","1","","N uptake kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_organic_N_maturity","23","ONAM","4","ONAM","","","Organic N in soil at maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS","2506","1","","organic N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"P_inorganic_at_maturity","23","PIAM","4","PIAM","","","P, inorganic, in soil at harvest maturity","kg/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS","2506","1","","Soil N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"organic_C_soil_maturity","23","OCAM","4","OCAM","","","Organic C in soil at maturity","t/ha","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS","2506","1","","organic C t/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"solar_radiation_avg","19","SRAA","4","SRAA","12","","Solar radiation, average, sowing to harvest","MJ/(m2.d)","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT","2507","1","2016-08-03, CHP (mod)","avg solar rad MJ/m2-d",".","0","","","1","-1","","","","","","","","","","","","","",""
"temperature_max_avg","19","TMAXA","","TMAXA","12","","Maximum daily air temperature, average, sowing to harvest","degree_C","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT","2507","1","2016-08-03, CHP","avg max temp (C)",".","0","","","1","-1","","","","","","","","","","","","","",""
"temperature_min_avg","19","TMINA","","TMINA","12","","Minimum daily air temperature, average, sowing to harvest","degree_C","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT","2507","1","2016-08-03, CHP","avg min temp (C)",".","0","","","1","-1","","","","","","","","","","","","","",""
"temperature_avg","15","TAVGA","","TAVGA","12","","Daily air temperature, average, sowing to harvest","degree_C","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT","2507","1","2016-08-03, CHP","avg temp (C)",".","0","","","1","-1","","","","","","","","","","","","","",""
"co2_concentration_avg","21","CO2DA","","CO2DA","12","","Average daily CO2 concentration, sowing to harvest","ppm","single","","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT","2507","1","2016-09-21, CHP","avg CO2 (ppm)",".","0","","","1","-1","","","","","","","","","","","","","",""
"date_of_measurement","4","DATE","","DATE","-99","1","Date of measurement","date","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","","2510","1","","",".","0","","","1","-1","","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","","2510","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","","2510","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","","2510","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"days_after_planting","19","DAP","3","DAP","","","Days after planting","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","","2510","0","","DAYS>PLANTINg",".","0","366","","1","-2","","","","","","","","","","","","","",""
"days_after_sim_start","20","DAS","3","DAS","","","Days after start of simulation","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","","2510","0","","DAYS>START",".","0","366","D","0","-2","","","","","","","","","","","","","",""
"canopy_height","13","CHTD","4","CHTD","","","Canopy height","m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Canopy height m",".","0","5","","1","-1","","","","","","","","","","","","","",""
"canopy_length","13","CLAD","4","CLAD","","","Canopy length (to extended leaf tip)","m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","","","","","","","","","","","","","","","","","","","","","","",""
"plant_height","12","PHTD","","PHTD","","","Plant_height (e.g., including spikes above canopy per se)","m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","","","","","","","","","","","","","","","","","","","","","","",""
"leaf_carbohydrate","17","CL%D","4","CLPCD","","","Carbohydrate, concentration in leaf","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","LEAF CH2O %",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_carbohydrate_conc","22","CS%D","4","CSPCD","","","Carbohydrate in stem","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","STEM C %",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_carbohydrate_conc","23","GC%D","4","GCPCD","","","Grain carbohydrate concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","GRAIN CH2O %",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_oil_conc","14","GL%D","4","GLPCD","","","Grain oil concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","grain oil %",".","0","","","1","-1","","","","","","","","","","","","","",""
"PAR_absorbed","12","LA%D","4","LAPCD","","","PAR absorbed","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","ABSORBED PAR",".","0","","D","1","-1","","","","","","","","","","","","","",""
"pods_mature","11","PDM%D","5","PDMPCM","","","Pods, portion that are mature","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Mature pods %",".","0","100","","1","-1","","","","","","","","","","","","","",""
"reserves_CH2O_conc","18","RS%D","4","RSPCD","","","Reserves, concentration of CH2O","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","RESERVES %",".","0","","","1","-1","","","","","","","","","","","","","",""
"seed_P_conc","11","SDP%D","5","SDPPCD","","","Seed P concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"shelling_percentage","19","SH%D","4","SHPCD","","","Shelling (seed wt/pod wt*100)","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Shelling %",".","0","95","","1","-1","","","","","","","","","","","","","",""
"growth_rate_relative","20","RGRD","4","RGRD","","","Growth rate, relative","%/day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Relative gr (%)",".","0","","D","1","-1","","","","","","","","","","","","","",""
